fold,audio_file,begin_time,end_time,label,probability,error_type
2,FFL-Annotations/Audio/TRIAL3_MODEL_14JUN2024_VILLAANA_MADREDEDIOS.wav,58.0,60.0,HARU_C1,0.7421007248500768,false_positive
2,FFL-Annotations/Audio/TRIAL4_MODEL_14JUN2024_VILLAANA_MADREDEDIOS.wav,14.0,16.0,HARU_C1,0.339959624966406,false_negative
2,FFL-Annotations/Audio/TRIAL4_MODEL_14JUN2024_VILLAANA_MADREDEDIOS.wav,32.0,34.0,HARU_C1,0.26726017161875604,false_negative
2,FFL-Annotations/Audio/TRIAL4_MODEL_14JUN2024_VILLAANA_MADREDEDIOS.wav,46.0,48.0,HARU_C1,0.3850626189817961,false_negative
2,FFL-Annotations/Audio/TRIAL4_MODEL_14JUN2024_VILLAANA_MADREDEDIOS.wav,48.0,50.0,HARU_C1,0.40629188381739784,false_negative
2,FFL-Annotations/Audio/TRIAL14_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,20.0,22.0,THAR_B2,0.32239852028411864,false_negative
2,FFL-Annotations/Audio/TRIAL14_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,26.0,28.0,THAR_B2,0.638421212015145,false_positive
2,FFL-Annotations/Audio/TRIAL14_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,42.0,44.0,THAR_B2,0.6080762910893364,false_positive
2,FFL-Annotations/Audio/TRIAL14_HAWK_21JUN2024_VILLAANA_MADREDEDIOS.wav,52.0,54.0,THAR_B2,0.5272634291137372,false_positive
2,FFL-Annotations/Audio/TRIAL15_MODEL_23JUN2024_VILLAANA_MADREDEDIOS.wav,4.0,6.0,THAR_B2,0.32848802017087547,false_negative
2,FFL-Annotations/Audio/TRIAL15_MODEL_23JUN2024_VILLAANA_MADREDEDIOS.wav,6.0,8.0,THAR_B2,0.19171537151589738,false_negative
